step,rewards,qf1_loss,actor_loss,observations,action
26000,[-0.01070893],2205.718994140625,31.765247344970703,[-0.00967022 -0.00086011 -0.01390719  0.01631172],[-0.10251786]
27000,[-0.03472939],1287.0457763671875,31.056724548339844,[-0.00943977  0.00477299  0.01561212 -0.00442326],[0.18511152]
28000,[-0.02683663],970.3832397460938,22.741518020629883,[-0.00350517 -0.00793328  0.0173314  -0.02859123],[0.16186309]
29000,[-0.05643431],753.5739135742188,14.440746307373047,[ 0.00987782  0.00042587  0.01959303 -0.03141238],[0.23706059]
30000,[-0.04951382],628.63720703125,9.823326110839844,[-0.00491198  0.00067246 -0.01504785  0.02629359],[-0.22243458]
31000,[-0.01027638],467.0277099609375,10.281282424926758,[ 0.00107476  0.00321972 -0.00262838  0.00033385],[0.1004169]
32000,[-3.4490018e-05],354.3621826171875,14.764457702636719,[0.00102954 0.00026659 0.00109799 0.00065704],[-0.00497285]
33000,[-0.00580468],277.47576904296875,17.835468292236328,[-0.00489652 -0.00146866  0.00437597 -0.01265097],[0.07577974]
34000,[-0.01324786],187.9061279296875,21.492137908935547,[-0.00545391  0.00869655 -0.00961763  0.02302347],[-0.11193219]
35000,[-0.20214628],129.40493774414062,23.891786575317383,[ 0.00815752 -0.00164126 -0.01885308  0.05318345],[-0.44941574]
36000,[-0.8967078],126.40498352050781,24.912660598754883,[-0.00130243 -0.00076969 -0.04303547  0.11453697],[-0.9468416]
37000,[-1.1409616],90.01603698730469,25.85494041442871,[-0.00284632 -0.00651965 -0.04619837  0.11889926],[-1.0677401]
38000,[-0.13303928],63.851470947265625,26.85166358947754,[-0.00212065  0.00990667 -0.01992132  0.06091275],[-0.3636549]
39000,[-1.1868877],37.72473907470703,27.660646438598633,[-0.00245103 -0.00113563 -0.04442823  0.12749337],[-1.0893171]
40000,[-0.77192986],23.841716766357422,26.953521728515625,[-0.0077836  -0.00695451 -0.0364741   0.08577561],[-0.8780988]
41000,[-1.2858883],12.837990760803223,26.51816177368164,[ 0.00574447 -0.00626709 -0.06531684  0.11312737],[-1.1335618]
42000,[-1.397128],32.96746063232422,25.52588653564453,[ 0.00293248  0.00772114 -0.06624368  0.14391233],[-1.1818763]
43000,[-1.2653408],26.34973907470703,25.026397705078125,[ 0.00410157  0.00413814 -0.04665302  0.13433877],[-1.1248103]
44000,[-3.0867534],8.461244583129883,25.903430938720703,[ 0.00184295  0.0133828  -0.07878591  0.20834059],[-1.7566329]
45000,[-4.73522],47.22077560424805,25.19101333618164,[ 0.00714535  0.00901719 -0.10200791  0.2607333 ],[-2.175986]
46000,[-1.6561203],4.674878120422363,25.960283279418945,[-0.00722888  0.00417261 -0.0583548   0.14766159],[-1.2868655]
47000,[-1.7533095],5.5750885009765625,24.90807342529297,[-0.0072902   0.01184489 -0.06764107  0.16212091],[-1.323834]
48000,[-4.0628033],27.96785545349121,25.83893585205078,[-0.0053741   0.00190149 -0.10118383  0.23431936],[-2.0156054]
49000,[-0.80453986],42.80259704589844,24.962080001831055,[-0.00449395  0.01106899 -0.05359951  0.12322729],[-0.8964733]
50000,[-2.2601435],13.982956886291504,24.897172927856445,[-6.83314664e-05  5.54479577e-03 -7.93551888e-02  1.78265164e-01],[-1.5033562]
51000,[-0.9000346],6.229900360107422,25.351999282836914,[-0.00585822  0.00187921 -0.0559272   0.11358776],[-0.94864005]
52000,[-2.0459146],12.812718391418457,25.352130889892578,[-0.0114456  -0.00217281 -0.07471381  0.15759413],[-1.4302152]
53000,[-1.5892777],6.677824974060059,25.362428665161133,[ 0.0044477   0.00727386 -0.06774004  0.15482584],[-1.2605702]
54000,[-2.108652],18.440593719482422,25.274765014648438,[-0.00214585  0.00172622 -0.07221513  0.17288445],[-1.4520853]
55000,[-0.6729623],28.864234924316406,24.983535766601562,[ 0.0016042   0.00841941 -0.04130097  0.09466273],[-0.8200167]
56000,[-1.9017715],6.689753532409668,25.32067108154297,[ 0.00381828  0.00436598 -0.07192321  0.15805945],[-1.3790257]
57000,[-2.9745476],3.2367818355560303,24.78033447265625,[-0.00424239  0.00659361 -0.09604352  0.1962163 ],[-1.7246269]
58000,[-1.455714],6.832128524780273,24.627561569213867,[ 0.00188944 -0.00655278 -0.06282924  0.12871631],[-1.206173]
59000,[-3.4611208],3.1458468437194824,25.060253143310547,[-0.00080783  0.01173391 -0.10106306  0.22062466],[-1.8602481]
60000,[-2.3355029],16.56631088256836,25.309696197509766,[ 0.00744233 -0.00446525 -0.080056    0.16467659],[-1.5280023]
61000,[-4.288868],1.3572033643722534,25.11511993408203,[-0.0115721   0.00037226 -0.11170167  0.22485436],[-2.0708601]
62000,[-2.0595407],7.462323188781738,26.245101928710938,[-4.66749883e-03  1.33269748e-04 -7.05126367e-02  1.55188361e-01],[-1.4350576]
63000,[-1.7261674],1.6689962148666382,26.13827896118164,[-0.00310912  0.00392054 -0.0736571   0.1597043 ],[-1.3137871]
64000,[-3.0107174],1.5122324228286743,26.34151268005371,[ 0.00120009  0.0140476  -0.0940243   0.20900118],[-1.7348447]
65000,[-3.5627978],0.6613857746124268,25.932998657226562,[ 0.00248779  0.00090811 -0.08916966  0.20646686],[-1.887486]
66000,[-2.391023],0.6273196935653687,26.402912139892578,[-0.00491264  0.01342947 -0.07913333  0.18183053],[-1.5459485]
67000,[-5.081544],1.8078570365905762,26.14868927001953,[ 0.00507094 -0.00041822 -0.11538726  0.24745529],[-2.254143]
68000,[-3.167372],0.4952346980571747,25.901859283447266,[-0.00398454  0.00399184 -0.09316108  0.20941327],[-1.7796966]
69000,[-1.2033328],4.478351593017578,25.100107192993164,[-0.01099133  0.00854416 -0.0549521   0.13575404],[-1.0967672]
70000,[-0.8912228],0.27396467328071594,26.228330612182617,[ 0.00079516  0.0047845  -0.04597139  0.11880246],[-0.94399107]
71000,[-1.7246232],0.5812371969223022,26.233745574951172,[-0.00406568 -0.00384951 -0.06040481  0.14277644],[-1.3130665]
72000,[-2.4045281],1.2607470750808716,25.76104736328125,[-0.00496799  0.01055735 -0.08739784  0.18365772],[-1.5504658]
73000,[-2.815519],1.0360820293426514,26.196531295776367,[ 0.00405722  0.01427411 -0.09349838  0.2117285 ],[-1.6776108]
74000,[-1.5100306],0.18033301830291748,25.676618576049805,[ 0.00604981 -0.00465833 -0.06692711  0.13768153],[-1.2285534]
75000,[-0.46259034],3.0312821865081787,25.684492111206055,[ 0.00131798 -0.00418591  0.02625547 -0.07455589],[0.68002295]
76000,[-2.685737],3.620159387588501,25.696102142333984,[ 0.00909893 -0.00519403  0.08597239 -0.18419529],[1.6387901]
77000,[-2.3140728],0.4007532000541687,25.817707061767578,[ 1.24569401e-04 -1.06714484e-02  6.80450756e-02 -1.85194412e-01],[1.5210209]
78000,[-3.4383345],0.6721519231796265,25.548484802246094,[ 0.01075932 -0.00099476  0.09019403 -0.21296235],[1.8542038]
79000,[-2.8746305],0.6158937215805054,25.593990325927734,[ 0.00081241 -0.00122706  0.07552831 -0.18311556],[1.6954253]
80000,[-2.5558898],0.35686197876930237,25.05786895751953,[ 0.01121882 -0.01300859  0.08766474 -0.18536271],[1.5983839]
81000,[-4.0349555],0.3765672445297241,25.374114990234375,[-0.00148588 -0.01339122  0.10362167 -0.23658899],[2.0085292]
82000,[-4.477035],2.2815775871276855,25.281646728515625,[ 0.00217438 -0.00734811  0.10875295 -0.24466159],[2.115883]
83000,[-3.235287],1.1165167093276978,25.213510513305664,[ 0.00224728 -0.00669676  0.09183637 -0.20415993],[1.7986685]
84000,[-4.770496],2.3096117973327637,25.669015884399414,[-0.00178336 -0.00611206  0.11781761 -0.24304945],[2.1841106]
85000,[-3.610627],0.5924086570739746,25.55581283569336,[ 0.00613767  0.0005061   0.0986375  -0.20181717],[1.900085]
86000,[-3.4299028],0.2806512415409088,25.922653198242188,[ 0.00809277  0.00367993  0.09682374 -0.2039951 ],[1.8518087]
87000,[-3.2016861],0.7861142754554749,25.91748809814453,[-0.00535346  0.00394624  0.08429327 -0.19333122],[1.7891358]
88000,[-4.1633263],0.7315183877944946,25.161867141723633,[ 0.0024678   0.00143139  0.10783459 -0.22647393],[2.0403183]
89000,[-3.5543675],0.20775656402111053,26.048179626464844,[-8.91310329e-05  1.02702820e-03  9.00671663e-02 -2.05744868e-01],[1.8852288]
90000,[-0.54831314],0.9892405867576599,25.64883804321289,[ 0.00106245  0.00620819  0.02854124 -0.06696572],[0.74003667]
91000,[-0.40056586],0.2920326590538025,26.065196990966797,[ 0.0077916  -0.00689518  0.03641533 -0.08030222],[0.6326203]
92000,[-1.0867975],2.09576678276062,25.582408905029297,[ 0.00855145 -0.00841879  0.0463063  -0.12693109],[1.0422834]
93000,[-2.942495],0.13495564460754395,25.961822509765625,[ 0.0013387   0.00222009  0.07961707 -0.17858317],[1.7152455]
94000,[-3.8826737],0.22550643980503082,25.703502655029297,[ 4.84462163e-05 -1.37482989e-03  9.42222804e-02 -2.23444167e-01],[1.970415]
95000,[-2.7403631],0.17999334633350372,26.209245681762695,[ 0.00885742  0.00612747  0.07311425 -0.17175865],[1.6550884]
96000,[-2.8180273],1.568995475769043,25.299577713012695,[ 0.00959683 -0.01123808  0.07576447 -0.19485377],[1.6784911]
97000,[-1.8139336],0.3613695502281189,26.210058212280273,[ 0.00371624 -0.00997746  0.06736353 -0.15675212],[1.3466426]
98000,[-1.4793972],0.5908102989196777,25.695720672607422,[-0.00696514 -0.00732446  0.05636434 -0.14507819],[1.2161885]
99000,[-0.6125838],0.09103699028491974,25.841594696044922,[ 0.00277264 -0.00313131  0.03732016 -0.08739657],[0.78265864]
100000,[-1.0325024],0.20964372158050537,25.665279388427734,[ 0.00585872  0.00228247  0.04743709 -0.10175273],[1.0159897]
101000,[-0.3701297],0.5869339108467102,25.320114135742188,[ 0.00137646  0.00709203  0.03415941 -0.0504689 ],[0.6077878]
102000,[-1.7485303],0.21215076744556427,25.48241424560547,[ 0.0002717  -0.00639569  0.05660775 -0.15592104],[1.322244]
103000,[-1.7846619],0.5388242602348328,25.905311584472656,[-0.00452008  0.00023212  0.07367135 -0.1521872 ],[1.3358175]
104000,[-1.3556035],0.07331892848014832,25.91282081604004,[-0.00738349  0.00507636  0.06119568 -0.12082629],[1.1640216]
105000,[-2.2282548],0.21945059299468994,25.45293426513672,[-0.00137016  0.00400527  0.08150824 -0.15848155],[1.4925345]
106000,[-0.68862504],0.05882842093706131,25.820526123046875,[-0.00353187 -0.01006111  0.04966296 -0.09816161],[0.8293741]
107000,[-0.10051792],0.16412845253944397,25.606964111328125,[ 0.00519249  0.00924312  0.00576949 -0.01817478],[0.31540912]
108000,[-1.1623907],0.15560245513916016,25.813091278076172,[-0.00364112 -0.01204069  0.06245458 -0.12477943],[1.0776391]
109000,[-1.7022815],0.30090075731277466,25.87588119506836,[-0.00559547  0.00666672  0.07038536 -0.14396422],[1.3042827]
110000,[-1.103468],0.12007822841405869,25.777334213256836,[-0.00264277  0.00165587  0.06099366 -0.10562678],[1.050315]
111000,[-0.05962817],0.47633782029151917,25.1710147857666,[ 0.00723348  0.00979561 -0.007123    0.0406578 ],[-0.24235174]
112000,[-0.0120114],0.23267945647239685,25.59576988220215,[0.00759974 0.0094967  0.00016961 0.00085068],[0.10506749]
113000,[-0.093928],0.06744411587715149,25.632915496826172,[ 0.00910925 -0.0017043  -0.02353343  0.03014188],[-0.30609593]
114000,[-0.05488307],0.10237201303243637,25.693740844726562,[-0.00644809  0.005503   -0.01885021  0.02932005],[-0.2335088]
115000,[-0.04303738],0.07074319571256638,25.639402389526367,[ 0.00951806  0.00533025  0.00511052 -0.02278648],[0.20615834]
116000,[-0.2820827],0.125270277261734,25.886474609375,[ 0.00556298  0.00266628  0.03234268 -0.05933766],[0.53087276]
117000,[-0.04364099],0.04645559936761856,25.86679458618164,[-0.00030619  0.00155045  0.00567511 -0.01326014],[0.20866981]
118000,[-0.3316594],0.03632128983736038,25.408466339111328,[ 0.00705268 -0.00362438 -0.01995685  0.05462477],[-0.5755515]
119000,[-0.1594646],0.04980356618762016,25.749610900878906,[-0.00479313 -0.00252118  0.01990334 -0.04665146],[0.39926407]
120000,[-0.00063282],0.04642519727349281,25.896530151367188,[-0.00310975  0.00758404  0.00446713  0.00702039],[-0.00249043]
121000,[-0.1671398],0.037192948162555695,25.685436248779297,[ 0.00060331 -0.00178593  0.02027517 -0.03838393],[0.4087299]
122000,[-0.00615123],0.04592764377593994,25.815637588500977,[-0.00063024 -0.00699186  0.00478927 -0.01637127],[0.07554952]
123000,[-0.00035474],0.18120506405830383,25.59764862060547,[-0.00898795  0.00190438 -0.00425368 -0.00186669],[-0.01253621]
124000,[-0.00091222],0.059781286865472794,25.90760612487793,[-0.00022675  0.00055649 -0.00526497 -0.00053575],[-0.02909416]
125000,[-0.0017017],0.25981560349464417,25.969207763671875,[-0.00139842 -0.00844607  0.00322745 -0.01660026],[0.03200065]
126000,[-0.00430502],0.03801197558641434,25.682355880737305,[-0.00403452 -0.00547464  0.00812037 -0.01374632],[0.06319372]
127000,[-0.00215638],0.18156687915325165,25.737262725830078,[-0.00520745  0.00931195 -0.00866367  0.00783831],[0.03474525]
128000,[-0.12549174],0.052533313632011414,25.356857299804688,[-0.00542282 -0.00312275 -0.01524417  0.0352058 ],[-0.35399058]
129000,[-0.00966768],0.4797881245613098,25.956714630126953,[-0.00467865  0.00451974  0.01287692 -0.00427426],[0.09669731]
130000,[-0.02574538],0.08694612979888916,25.386737823486328,[-0.00180274 -0.00836717  0.01017599 -0.01862369],[0.15818942]
131000,[-0.35508537],0.08344435691833496,25.348012924194336,[-0.00894185 -0.0112125   0.03194558 -0.08107374],[0.5950388]
132000,[-0.25048113],0.08456718176603317,25.764280319213867,[-0.00892619  0.00496427  0.02933775 -0.04746966],[0.5000106]
133000,[-0.01706075],0.372891902923584,25.439613342285156,[-0.00894229 -0.00298725  0.01616607 -0.0154768 ],[0.12963924]
134000,[-0.00359203],0.032978735864162445,25.60781478881836,[ 0.00499235 -0.00666341 -0.0030575  -0.00916527],[0.05556573]
135000,[-0.0003845],0.03152470290660858,25.687232971191406,[ 0.00505768 -0.00029141 -0.00419957  0.00811438],[-0.01782987]
136000,[-0.00195482],2.9689788818359375,25.607982635498047,[-0.00416148  0.00133409  0.00981049  0.00061612],[0.04300071]
137000,[-0.03734749],0.3601410984992981,25.479745864868164,[ 0.00527615  0.00947354  0.00799436 -0.01058276],[0.19070947]
138000,[-0.11016477],0.11709161102771759,25.808666229248047,[ 0.00218382 -0.00508949  0.00739447 -0.03691002],[0.33144298]
139000,[-0.98840976],1.3302310705184937,25.305950164794922,[ 0.01106887 -0.00977393  0.05853599 -0.11285552],[0.99378]
140000,[-0.02118975],0.0394604355096817,25.42098617553711,[ 0.00673174  0.00715935  0.00129464 -0.01049276],[0.14331129]
141000,[-0.1182728],0.11883361637592316,25.346742630004883,[ 0.00542347  0.01065795 -0.01233027  0.04557812],[-0.34230992]
142000,[-0.60716933],0.7002065777778625,25.230215072631836,[-0.0076172   0.00845563 -0.03118202  0.10106218],[-0.7788665]
143000,[-0.01925532],0.04102577269077301,25.691415786743164,[ 0.00933535  0.00290984 -0.0009249  -0.00999201],[0.13789703]
144000,[-0.07633016],0.24749715626239777,25.302387237548828,[-0.00284036  0.00954066  0.00947491 -0.01127558],[0.27446628]
145000,[-0.06682487],3.0677895545959473,26.348731994628906,[ 0.00274045  0.00711612 -0.02276966  0.03763459],[-0.25753328]
146000,[-0.00913433],0.0551346018910408,25.391399383544922,[-0.00542467 -0.0079412  -0.00862262  0.00159958],[-0.09193326]
147000,[-0.00281467],0.043505653738975525,25.425273895263672,[ 0.00163025  0.00752786 -0.00561052  0.01944956],[-0.04787044]
148000,[-0.08736906],0.03283535689115524,25.866880416870117,[-0.00317425 -0.00961361  0.0110782  -0.0401544 ],[0.29420096]
149000,[-0.00426961],0.46621865034103394,25.219654083251953,[ 0.00122599  0.00821595 -0.00462737  0.01028481],[0.05967772]
150000,[-0.3011362],0.15341058373451233,25.285053253173828,[ 0.00736112 -0.00298367  0.0264892  -0.05982391],[0.5486756]
151000,[-0.21030326],0.035938479006290436,25.685701370239258,[-0.00431737  0.00507923 -0.02980945  0.05471288],[-0.45832926]
152000,[-0.00757326],0.523996114730835,25.354347229003906,[ 0.00253122  0.00564132  0.0057214  -0.00409337],[0.08495148]
153000,[-0.46757567],0.11494570970535278,24.93839454650879,[-0.00650062 -0.00816204  0.0437385  -0.08439298],[0.683387]
154000,[-0.03760912],0.4695511758327484,25.479867935180664,[-0.0042709  -0.00048414  0.00167116 -0.01816453],[0.19371246]
155000,[-0.00106141],0.06953315436840057,25.536602020263672,[ 0.00952661  0.00852762 -0.00158091  0.01605183],[-0.01726373]
156000,[-0.1359794],0.26789140701293945,25.824058532714844,[ 0.00436591  0.00938562 -0.00980428  0.05775799],[-0.36767638]
157000,[-0.02008092],0.09063880145549774,25.218345642089844,[-5.54407975e-03  2.93424001e-05 -4.06451177e-03  2.41204312e-02],[-0.14137444]
158000,[-0.2014201],0.02619290165603161,25.7103214263916,[-0.00404191 -0.01061279  0.02947781 -0.05634712],[0.4476925]
159000,[-0.04381548],0.04972612485289574,25.412769317626953,[ 0.00015436  0.00517401 -0.00892783  0.02396615],[-0.20860197]
160000,[-0.04721754],0.029621798545122147,25.687679290771484,[-0.00119851 -0.00865322 -0.0098045   0.02221139],[-0.215215]
161000,[-0.26552477],0.04287471994757652,25.529800415039062,[ 0.00052334 -0.00762562 -0.0238653   0.04416898],[-0.51455766]
162000,[-0.00078933],0.5017864108085632,25.331172943115234,[ 0.00177852 -0.0022761   0.00306192 -0.00035906],[0.02675061]
