step,cost,loss,observations,action
587555,11140.193887762885,1043993.875,"tensor([[[-1.1991,  3.4115, -0.6268, -1.5369]],

        [[-1.2409,  3.2803, -0.2006, -1.0189]],

        [[-1.2675,  3.1515, -0.3254, -1.4947]],

        ...,

        [[-1.0255,  3.4152, -0.4557,  2.4468]],

        [[-1.0826,  3.5364, -0.6514,  0.3017]],

        [[-1.1417,  3.5177, -0.5194, -0.5457]]], device='cuda:0')","tensor([[[ 0.8837]],

        [[-0.1802]],

        [[ 0.4204]],

        ...,

        [[ 0.0147]],

        [[ 0.4844]],

        [[-0.0297]]], device='cuda:0')"
594534,12047.542897359219,1040796.0625,"tensor([[[-9.6225,  2.6367, -4.2921,  1.4914]],

        [[ 0.0000,  3.1416,  0.0000,  0.0000]],

        [[-0.0739,  2.9713, -1.4636, -3.2978]],

        ...,

        [[-8.2408,  2.9060, -4.8876, -2.9503]],

        [[-8.7242,  2.6596, -4.7746, -1.8800]],

        [[-9.1853,  2.5629, -4.4499, -0.0344]]], device='cuda:0')","tensor([[[-0.0904]],

        [[-2.6671]],

        [[-0.8757]],

        ...,

        [[-0.0094]],

        [[ 0.3847]],

        [[ 0.0653]]], device='cuda:0')"
601359,9308.73630476254,1017805.1875,"tensor([[[-5.4555,  3.3669, -1.5970, -0.5941]],

        [[-5.6078,  3.3010, -1.4456, -0.6913]],

        [[-5.7805,  3.1520, -2.0019, -2.2189]],

        ...,

        [[-4.9174,  3.1289, -1.8598,  3.0590]],

        [[-5.1136,  3.3481, -2.0905,  1.0603]],

        [[-5.2972,  3.3955, -1.5668,  0.0446]]], device='cuda:0')","tensor([[[ 0.3752]],

        [[-0.9457]],

        [[ 0.7667]],

        ...,

        [[-0.0769]],

        [[ 1.4414]],

        [[ 0.0705]]], device='cuda:0')"
608589,4946.464386382086,979371.0,"tensor([[[-0.7114,  3.4096, -0.7379,  1.7600]],

        [[-0.7789,  3.4916, -0.5881,  0.1289]],

        [[-0.8263,  3.4672, -0.3488, -0.4937]],

        ...,

        [[-0.5253,  2.4673, -1.4750,  0.2594]],

        [[-0.6300,  2.6426, -0.6069,  3.2493]],

        [[-0.6679,  3.0589, -0.1689,  4.9053]]], device='cuda:0')","tensor([[[ 0.7043]],

        [[ 0.6892]],

        [[ 1.5615]],

        ...,

        [[ 1.4189]],

        [[ 0.5576]],

        [[-0.5922]]], device='cuda:0')"
615807,6978.591915705368,981873.875,"tensor([[[ 0.0972,  3.4864,  0.7131, -0.2593]],

        [[ 0.2151,  3.4426,  1.6511, -0.5442]],

        [[ 0.3768,  3.3490,  1.5873, -1.2856]],

        ...,

        [[-0.0701,  2.8907,  0.3134,  4.1523]],

        [[-0.0219,  3.2803,  0.6137,  3.3260]],

        [[ 0.0346,  3.4685,  0.5551,  0.7961]]], device='cuda:0')","tensor([[[2.2418]],

        [[0.0186]],

        [[0.4940]],

        ...,

        [[0.8640]],

        [[0.4366]],

        [[0.5927]]], device='cuda:0')"
622925,12085.896798899448,1062387.75,"tensor([[[-2.8823e-01,  3.0857e+00, -1.6459e+00, -2.2071e+00]],

        [[-4.0532e-01,  2.9884e+00, -6.9293e-01,  2.9818e-01]],

        [[-4.5419e-01,  3.0808e+00, -2.8829e-01,  1.5076e+00]],

        ...,

        [[-6.8614e-02,  3.0671e+00, -3.9118e-01,  9.5379e-01]],

        [[-1.1014e-01,  3.1615e+00, -4.5582e-01,  7.6498e-01]],

        [[-1.6931e-01,  3.1990e+00, -7.2635e-01, -7.7778e-04]]],
       device='cuda:0')","tensor([[[ 1.6504]],

        [[ 0.6670]],

        [[ 0.2523]],

        ...,

        [[-0.1081]],

        [[-0.4557]],

        [[-1.6394]]], device='cuda:0')"
629911,14507.307337375003,961677.8125,"tensor([[[-0.4006,  3.4754, -1.8539, -0.9062]],

        [[-0.6186,  3.2788, -2.5024, -2.9569]],

        [[-0.8643,  2.9893, -2.3936, -2.6828]],

        ...,

        [[-0.0782,  2.7208, -0.9057,  3.5832]],

        [[-0.1604,  3.1303, -0.7654,  4.4023]],

        [[-0.2523,  3.4450, -1.1103,  1.5133]]], device='cuda:0')","tensor([[[-1.0388]],

        [[ 0.1903]],

        [[ 0.5036]],

        ...,

        [[ 0.0703]],

        [[-0.1254]],

        [[-1.2092]]], device='cuda:0')"
636587,5975.951863258939,998953.1875,"tensor([[[-1.5333,  2.8993, -1.1862, -0.2540]],

        [[-1.6462,  2.9146, -1.0722,  0.5533]],

        [[-1.7672,  2.9620, -1.3507,  0.3702]],

        ...,

        [[-1.1481,  3.1880, -0.9201, -0.2139]],

        [[-1.2569,  3.1233, -1.2528, -1.0476]],

        [[-1.3969,  2.9907, -1.5394, -1.5369]]], device='cuda:0')","tensor([[[ 0.0872]],

        [[-0.6074]],

        [[-0.9021]],

        ...,

        [[-0.5849]],

        [[-0.5593]],

        [[ 0.5333]]], device='cuda:0')"
643675,10920.460227601503,1012461.75,"tensor([[[ 1.9175,  2.9973,  1.8352,  1.7096]],

        [[ 2.0921,  3.1573,  1.6333,  1.2546]],

        [[ 2.2559,  3.2320,  1.6557,  0.3620]],

        ...,

        [[ 1.6032,  3.2192,  0.9503, -1.2592]],

        [[ 1.6674,  3.0183,  0.3464, -2.6536]],

        [[ 1.7551,  2.8967,  1.4086,  0.2597]]], device='cuda:0')","tensor([[[-0.3701]],

        [[ 0.2537]],

        [[ 0.4416]],

        ...,

        [[-1.0917]],

        [[ 1.8168]],

        [[ 0.6661]]], device='cuda:0')"
650879,5107.809666200009,963142.1875,"tensor([[[-0.4932,  3.4021, -2.1052, -1.2806]],

        [[-0.7878,  3.0594, -3.7683, -5.4207]],

        [[-1.1477,  2.5841, -3.4071, -3.8847]],

        ...,

        [[ 0.0976,  3.2356, -1.9449,  3.6575]],

        [[-0.0972,  3.4487, -1.9125,  0.9764]],

        [[-0.2907,  3.4784, -1.9427, -0.2158]]], device='cuda:0')","tensor([[[-2.9248]],

        [[ 0.3622]],

        [[ 0.3609]],

        ...,

        [[ 0.6859]],

        [[ 0.1862]],

        [[-0.1443]]], device='cuda:0')"
657815,7779.472509876677,1000423.625,"tensor([[[ 6.4788,  3.2366,  1.0466,  0.3557]],

        [[ 6.5904,  3.2499,  1.1932, -0.0282]],

        [[ 6.7379,  3.2409,  1.7574, -0.1292]],

        ...,

        [[ 6.2513,  2.9380,  0.5936,  0.5765]],

        [[ 6.3164,  3.0293,  0.7060,  1.2075]],

        [[ 6.3901,  3.1650,  0.7369,  1.1892]]], device='cuda:0')","tensor([[[0.4268]],

        [[1.3337]],

        [[0.8880]],

        ...,

        [[0.1176]],

        [[0.0745]],

        [[0.9081]]], device='cuda:0')"
664825,6471.79910920586,995215.0625,"tensor([[[ 7.4158,  2.8488,  3.1269, -2.8712]],

        [[ 7.7966,  2.7518,  4.4862,  0.9383]],

        [[ 8.2873,  2.9766,  5.3257,  3.4932]],

        ...,

        [[ 6.2614,  3.3058,  3.9228, -1.1873]],

        [[ 6.6618,  3.1916,  4.0915, -1.0405]],

        [[ 7.0632,  3.0678,  3.9418, -1.3746]]], device='cuda:0')","tensor([[[ 2.3426]],

        [[ 1.3689]],

        [[-0.9181]],

        ...,

        [[ 0.3621]],

        [[-0.2727]],

        [[-1.5818]]], device='cuda:0')"
671543,8563.779802712605,914030.625,"tensor([[[-3.1408,  3.0617, -1.7915, -1.7960]],

        [[-3.3219,  2.8935, -1.8218, -1.4882]],

        [[-3.4804,  2.8301, -1.3483,  0.2418]],

        ...,

        [[-2.7420,  3.2300, -1.1957,  0.0555]],

        [[-2.8706,  3.2046, -1.3736, -0.5509]],

        [[-2.9950,  3.1666, -1.1187, -0.2458]]], device='cuda:0')","tensor([[[-0.1490]],

        [[ 0.7226]],

        [[ 1.3295]],

        ...,

        [[-0.2767]],

        [[ 0.5236]],

        [[-1.2145]]], device='cuda:0')"
678254,10338.407723876562,1046404.625,"tensor([[[ 0.1679,  2.7670,  0.3765,  1.9784]],

        [[ 0.2343,  3.0622,  0.9406,  3.8075]],

        [[ 0.3565,  3.3705,  1.4252,  1.5812]],

        ...,

        [[ 0.1584,  2.8429, -0.1416, -2.0292]],

        [[ 0.1492,  2.6912, -0.0397, -0.9489]],

        [[ 0.1482,  2.6549,  0.0200,  0.2334]]], device='cuda:0')","tensor([[[ 0.8694]],

        [[ 1.6446]],

        [[ 0.7697]],

        ...,

        [[-0.0084]],

        [[-0.1011]],

        [[ 0.4592]]], device='cuda:0')"
685620,5826.201570647738,907253.9375,"tensor([[[ 3.5560,  3.2673, -0.6465,  0.3256]],

        [[ 3.4512,  3.1924, -1.4466, -1.7901]],

        [[ 3.2611,  2.9098, -2.3343, -3.6961]],

        ...,

        [[ 3.6244,  2.7429,  0.1935,  2.2677]],

        [[ 3.6365,  2.9893,  0.0362,  2.5384]],

        [[ 3.6140,  3.1905, -0.4993,  1.3572]]], device='cuda:0')","tensor([[[-1.3828]],

        [[-1.6532]],

        [[ 0.3349]],

        ...,

        [[-0.4601]],

        [[-0.9833]],

        [[-0.1089]]], device='cuda:0')"
692702,5892.270241023692,963425.8125,"tensor([[[-1.2440,  3.3998, -1.8632,  0.8901]],

        [[-1.4735,  3.3604, -2.7263, -1.6639]],

        [[-1.7250,  3.2237, -2.2961, -1.0039]],

        ...,

        [[-0.6329,  2.6014, -2.0327,  2.3623]],

        [[-0.8485,  2.8622, -2.2903,  2.7261]],

        [[-1.0536,  3.2096, -1.9118,  3.2377]]], device='cuda:0')","tensor([[[-1.4449]],

        [[ 0.8587]],

        [[-1.4068]],

        ...,

        [[-0.7327]],

        [[ 0.7414]],

        [[ 0.6469]]], device='cuda:0')"
699746,11527.659612062773,922833.1875,"tensor([[[ 1.0737,  2.8484,  0.1770,  0.8986]],

        [[ 1.1003,  2.9871,  0.3489,  1.8158]],

        [[ 1.1813,  3.2124,  1.2386,  2.3559]],

        ...,

        [[ 0.9962,  2.8785,  0.0914, -1.6405]],

        [[ 1.0124,  2.7653,  0.2359, -0.5792]],

        [[ 1.0445,  2.7690,  0.4050,  0.6508]]], device='cuda:0')","tensor([[[ 0.1883]],

        [[ 1.9425]],

        [[-0.1103]],

        ...,

        [[ 0.0996]],

        [[ 0.1342]],

        [[-0.5870]]], device='cuda:0')"
707062,9812.11246435474,897082.4375,"tensor([[[-5.3974,  3.3547, -2.9090, -0.5923]],

        [[-5.6958,  3.2565, -3.0554, -1.3249]],

        [[-5.9853,  3.1529, -2.7298, -0.7060]],

        ...,

        [[-4.3821,  3.1466, -3.6140,  3.1822]],

        [[-4.7653,  3.3369, -4.0199,  0.9319]],

        [[-5.1094,  3.3811, -2.8494,  0.0803]]], device='cuda:0')","tensor([[[-0.1737]],

        [[ 0.6188]],

        [[-0.8323]],

        ...,

        [[-0.4324]],

        [[ 2.9087]],

        [[ 0.0099]]], device='cuda:0')"
714320,10505.851260395018,960111.4375,"tensor([[[ 0.2458,  2.7799,  0.0704, -1.9940]],

        [[ 0.2725,  2.6689,  0.4613, -0.1982]],

        [[ 0.3454,  2.7566,  0.9991,  1.9340]],

        ...,

        [[ 0.1583,  3.3719,  0.1388, -2.1568]],

        [[ 0.1971,  3.1951,  0.6480, -1.2849]],

        [[ 0.2359,  3.0054,  0.1391, -2.4086]]], device='cuda:0')","tensor([[[ 0.5267]],

        [[ 0.8051]],

        [[ 0.7884]],

        ...,

        [[ 0.9988]],

        [[-0.9332]],

        [[-0.2772]]], device='cuda:0')"
721603,6939.387367877378,1047365.0625,"tensor([[[ 7.6644,  2.8248,  2.2163, -0.9011]],

        [[ 7.8813,  2.7627,  2.1232, -0.3138]],

        [[ 8.0858,  2.7574,  1.9664,  0.2087]],

        ...,

        [[ 6.9679,  3.2210,  2.3373, -1.4915]],

        [[ 7.2064,  3.0795,  2.4404, -1.2687]],

        [[ 7.4410,  2.9426,  2.2575, -1.4010]]], device='cuda:0')","tensor([[[-0.3439]],

        [[-0.4740]],

        [[ 0.7949]],

        ...,

        [[ 0.1898]],

        [[-0.4007]],

        [[-0.2124]]], device='cuda:0')"
729087,6063.49969000137,1055675.625,"tensor([[[-5.1584,  2.3809, -0.9786,  1.3978]],

        [[-5.2105,  2.6768, -0.0415,  4.5316]],

        [[-5.2043,  3.1865,  0.0371,  4.4896]],

        ...,

        [[-9.1661,  3.5814, -4.4897,  0.5229]],

        [[-9.6282,  3.5541, -4.7485, -1.0327]],

        [[-5.0807,  2.2904, -0.5737,  0.3783]]], device='cuda:0')","tensor([[[ 1.4920]],

        [[ 0.0839]],

        [[-1.1732]],

        ...,

        [[-0.2812]],

        [[ 0.5167]],

        [[-1.1133]]], device='cuda:0')"
736383,5757.9387900138445,1053519.5,"tensor([[[ 7.1716,  2.7224,  2.1136,  2.3585]],

        [[ 7.3804,  2.9899,  2.0481,  2.8627]],

        [[ 7.5535,  3.2091,  1.4002,  1.4083]],

        ...,

        [[ 6.4375,  2.4037,  2.7620, -0.6322]],

        [[ 6.7020,  2.3986,  2.5264,  0.5310]],

        [[ 6.9470,  2.5134,  2.3742,  1.7297]]], device='cuda:0')","tensor([[[-0.3049]],

        [[-1.1831]],

        [[ 0.5009]],

        ...,

        [[-0.7415]],

        [[-0.5816]],

        [[-0.7759]]], device='cuda:0')"
743595,4293.39399927775,963655.75,"tensor([[[ 2.7228,  2.7253,  1.6452, -2.8919]],

        [[ 2.9156,  2.5490,  2.2045, -0.6056]],

        [[ 3.1480,  2.5765,  2.4449,  1.1491]],

        ...,

        [[ 1.9928,  3.1752,  2.8803,  0.0216]],

        [[ 2.2943,  3.1747,  3.1511, -0.0220]],

        [[ 2.5464,  3.0235,  1.9010, -2.9159]]], device='cuda:0')","tensor([[[ 0.8159]],

        [[ 0.2258]],

        [[-0.4652]],

        ...,

        [[ 0.6390]],

        [[-2.2560]],

        [[-0.6510]]], device='cuda:0')"
751095,10354.659101196641,907150.375,"tensor([[[ 0.8049,  2.8673,  0.0993, -1.1502]],

        [[ 0.8340,  2.8291,  0.4816,  0.3981]],

        [[ 0.9145,  2.9739,  1.1278,  2.4478]],

        ...,

        [[ 0.7372,  3.2886,  0.1474, -1.6497]],

        [[ 0.7513,  3.1117,  0.1432, -1.8006]],

        [[ 0.7792,  2.9730,  0.4213, -0.9097]]], device='cuda:0')","tensor([[[ 0.5526]],

        [[ 1.0423]],

        [[ 1.8589]],

        ...,

        [[ 0.0284]],

        [[ 0.4421]],

        [[-0.7005]]], device='cuda:0')"
758367,5235.968303175489,994136.3125,"tensor([[[ 4.8777,  2.3198,  1.7820, -1.4407]],

        [[ 5.0882,  2.3122,  2.4253,  1.2880]],

        [[ 5.3824,  2.6085,  3.4899,  4.6807]],

        ...,

        [[ 4.0939,  2.9033,  3.5440, -1.3921]],

        [[ 4.4084,  2.7078,  2.7608, -2.3962]],

        [[ 4.6675,  2.4895,  2.4274, -1.8711]]], device='cuda:0')","tensor([[[ 1.0765]],

        [[ 1.7602]],

        [[-2.3076]],

        ...,

        [[-1.6338]],

        [[-0.9300]],

        [[-1.6142]]], device='cuda:0')"
766160,10560.733207072086,937071.6875,"tensor([[[-3.1100,  2.9650, -0.9231, -0.2830]],

        [[-3.1948,  2.9745, -0.7734,  0.4679]],

        [[-3.2651,  3.0543, -0.6353,  1.0897]],

        ...,

        [[-2.7976,  3.2240, -0.6989, -0.0158]],

        [[-2.8883,  3.1651, -1.1128, -1.1333]],

        [[-3.0040,  3.0431, -1.1947, -1.2450]]], device='cuda:0')","tensor([[[ 0.1807]],

        [[ 0.1798]],

        [[ 0.5685]],

        ...,

        [[-0.7095]],

        [[-0.1663]],

        [[ 0.4142]]], device='cuda:0')"
773522,10153.914382504116,905646.5625,"tensor([[[-0.1263,  2.9050, -0.7745, -1.1224]],

        [[-0.2110,  2.8072, -0.9157, -0.7891]],

        [[-0.2573,  2.8666, -0.0104,  1.9631]],

        ...,

        [[ 0.0000,  3.1416,  0.0000,  0.0000]],

        [[-0.0225,  3.0895, -0.4480, -1.0155]],

        [[-0.0662,  3.0001, -0.4215, -0.7292]]], device='cuda:0')","tensor([[[-0.4062]],

        [[ 1.5088]],

        [[-0.0098]],

        ...,

        [[-0.8119]],

        [[-0.0046]],

        [[-0.7367]]], device='cuda:0')"
780693,5849.873480457836,994018.6875,"tensor([[[ 5.2325,  3.2572,  2.0311, -1.5818]],

        [[ 5.4352,  3.0909,  2.0314, -1.6608]],

        [[ 5.6370,  2.9338,  2.0129, -1.4060]],

        ...,

        [[ 4.5208,  3.1168,  2.0026,  2.1233]],

        [[ 4.7496,  3.2960,  2.5192,  0.9016]],

        [[ 5.0030,  3.3362,  2.5613,  0.0358]]], device='cuda:0')","tensor([[[ 0.0206]],

        [[-0.1070]],

        [[-0.8295]],

        ...,

        [[ 1.4811]],

        [[ 0.2910]],

        [[-0.8693]]], device='cuda:0')"
788067,7877.209715381202,961918.1875,"tensor([[[-3.4131,  3.1891, -4.1485, -0.7686]],

        [[-3.9068,  2.9281, -5.7032, -4.2840]],

        [[-4.4903,  2.5107, -5.9417, -3.8525]],

        ...,

        [[-2.1621,  3.3177, -4.2326,  0.0121]],

        [[-2.5822,  3.3019, -4.1657, -0.2855]],

        [[-2.9980,  3.2579, -4.1489, -0.5733]]], device='cuda:0')","tensor([[[-2.8401]],

        [[-0.7973]],

        [[ 0.2359]],

        ...,

        [[ 0.2218]],

        [[ 0.1041]],

        [[ 0.0456]]], device='cuda:0')"
795095,10237.753330764677,938504.4375,"tensor([[[-6.0425,  3.3410, -1.1218, -0.3571]],

        [[-6.1777,  3.2317, -1.5794, -1.7813]],

        [[-6.3051,  3.1138, -0.9614, -0.5161]],

        ...,

        [[-5.5485,  3.2121, -2.4774,  2.2537]],

        [[-5.7523,  3.3470, -1.5765,  0.6605]],

        [[-5.9089,  3.3676, -1.5442, -0.1197]]], device='cuda:0')","tensor([[[-0.7417]],

        [[ 1.1518]],

        [[-0.1053]],

        ...,

        [[ 2.4547]],

        [[ 0.2475]],

        [[ 1.0342]]], device='cuda:0')"
802559,9764.721133439944,950472.25,"tensor([[[-4.5369,  3.3568, -2.6557, -0.2341]],

        [[-4.7888,  3.3235, -2.3785, -0.3879]],

        [[-5.0833,  3.1363, -3.5050, -3.2742]],

        ...,

        [[-3.6176,  3.0166, -2.7187,  3.7978]],

        [[-3.9169,  3.2888, -3.2914,  1.4308]],

        [[-4.2430,  3.3620, -3.2130,  0.2129]]], device='cuda:0')","tensor([[[ 0.6786]],

        [[-1.9648]],

        [[-0.6109]],

        ...,

        [[-0.7958]],

        [[ 0.4548]],

        [[ 1.3935]]], device='cuda:0')"
809690,6792.975572130801,960164.875,"tensor([[[ 3.2036,  2.8879,  2.3864,  1.7564]],

        [[ 3.4450,  3.0914,  2.4320,  2.2148]],

        [[ 3.6688,  3.2453,  2.0349,  0.7843]],

        ...,

        [[ 2.6879,  3.0880,  1.6830, -1.3740]],

        [[ 2.8468,  2.9403,  1.5032, -1.5063]],

        [[ 3.0030,  2.8309,  1.6247, -0.6347]]], device='cuda:0')","tensor([[[-0.0096]],

        [[-0.5988]],

        [[-0.6369]],

        ...,

        [[-0.3942]],

        [[ 0.0855]],

        [[ 1.2497]]], device='cuda:0')"
816804,10263.385905461317,949360.6875,"tensor([[[ 1.0317,  3.3567,  0.5647, -0.4615]],

        [[ 1.0669,  3.2397,  0.1431, -1.8263]],

        [[ 1.1002,  3.0966,  0.5302, -0.9657]],

        ...,

        [[ 0.8398,  3.0301, -0.0037,  0.8166]],

        [[ 0.8861,  3.2283,  0.8388,  2.2187]],

        [[ 0.9652,  3.3542,  0.7679,  0.5371]]], device='cuda:0')","tensor([[[-0.6712]],

        [[ 0.7070]],

        [[ 0.6962]],

        ...,

        [[ 1.6418]],

        [[ 0.2155]],

        [[-0.2518]]], device='cuda:0')"
823781,5334.553379629569,953383.5625,"tensor([[[-6.6495,  3.3119, -2.5850,  0.8366]],

        [[-6.8968,  3.3477, -2.3483,  0.0081]],

        [[-7.1248,  3.3292, -2.2065, -0.3112]],

        ...,

        [[-5.9907,  2.8109, -2.7320, -0.3270]],

        [[-6.2435,  2.8606, -2.3242,  1.3031]],

        [[-6.4400,  3.0980, -1.6142,  3.3471]]], device='cuda:0')","tensor([[[ 0.7344]],

        [[ 0.4003]],

        [[ 0.1648]],

        ...,

        [[ 0.5948]],

        [[ 1.1776]],

        [[-1.6862]]], device='cuda:0')"
830897,11705.305997495369,1034053.375,"tensor([[[-2.0931,  2.6575, -0.9242,  2.2752]],

        [[-2.2614,  2.7699, -2.4538, -0.1140]],

        [[-2.5469,  2.7138, -3.2527, -0.9709]],

        ...,

        [[-1.5898,  2.9520, -2.1586, -3.4027]],

        [[-1.7905,  2.6789, -1.8488, -1.9588]],

        [[-1.9647,  2.5614, -1.6381, -0.3614]]], device='cuda:0')","tensor([[[-3.0746]],

        [[-1.6806]],

        [[ 0.1692]],

        ...,

        [[ 0.3607]],

        [[ 0.1619]],

        [[ 1.1357]]], device='cuda:0')"
838251,5078.30411024779,958768.625,"tensor([[[ 8.3662e-02,  3.2215e+00,  7.8627e-01,  2.8475e+00]],

        [[ 1.7196e-01,  3.3878e+00,  1.0093e+00,  7.6709e-01]],

        [[ 2.5959e-01,  3.4007e+00,  7.4753e-01, -4.6669e-01]],

        ...,

        [[ 2.7890e-03,  2.7182e+00, -3.3130e-01, -8.1822e-01]],

        [[ 1.5854e-03,  2.7526e+00,  3.0793e-01,  1.4986e+00]],

        [[ 2.8443e-02,  2.9312e+00,  2.2191e-01,  1.9902e+00]]],
       device='cuda:0')","tensor([[[ 0.9906]],

        [[-0.3386]],

        [[ 0.1665]],

        ...,

        [[ 1.0038]],

        [[-0.3263]],

        [[ 1.1097]]], device='cuda:0')"
845596,6101.8686527236605,874264.625,"tensor([[[ 5.0693,  2.8405,  1.3112, -1.2278]],

        [[ 5.1934,  2.7402,  1.1731, -0.7340]],

        [[ 5.3318,  2.7582,  1.5959,  1.0889]],

        ...,

        [[ 4.6418,  3.2688,  1.9207, -0.1962]],

        [[ 4.8096,  3.1798,  1.4395, -1.5411]],

        [[ 4.9426,  3.0019,  1.2295, -1.9276]]], device='cuda:0')","tensor([[[-0.4333]],

        [[ 0.6018]],

        [[ 0.8923]],

        ...,

        [[-0.8143]],

        [[-0.4043]],

        [[ 0.0235]]], device='cuda:0')"
852965,7322.590469162436,942790.3125,"tensor([[[-1.8413,  3.3777, -3.4392,  0.8449]],

        [[-2.1651,  3.4086, -3.0220, -0.0778]],

        [[-2.5476,  3.1908, -4.6264, -4.2095]],

        ...,

        [[-0.8410,  2.5335, -3.6966,  1.5428]],

        [[-1.1772,  2.8140, -3.0209,  4.0170]],

        [[-1.4963,  3.1982, -3.4304,  3.0486]]], device='cuda:0')","tensor([[[ 1.1720]],

        [[-2.7975]],

        [[-0.4697]],

        ...,

        [[ 0.9973]],

        [[-0.7790]],

        [[ 0.4804]]], device='cuda:0')"
860170,10482.388624091882,927346.875,"tensor([[[-0.6801,  3.4752, -2.1840, -0.4323]],

        [[-0.9270,  3.3336, -2.7518, -2.3506]],

        [[-1.1404,  3.1792, -1.5320, -0.9147]],

        ...,

        [[ 0.0151,  2.9511, -2.1430,  5.5866]],

        [[-0.2098,  3.3741, -2.4273,  2.2338]],

        [[-0.4514,  3.4877, -2.3762,  0.3220]]], device='cuda:0')","tensor([[[-0.8909]],

        [[ 2.5205]],

        [[-0.2981]],

        ...,

        [[ 0.1032]],

        [[ 0.5413]],

        [[ 0.6075]]], device='cuda:0')"
867360,5678.519120772883,923808.9375,"tensor([[[ 2.3584,  2.6932, -0.0385, -2.8987]],

        [[ 2.4139,  2.5813,  1.1397,  0.6545]],

        [[ 2.5314,  2.7117,  1.2094,  1.9100]],

        ...,

        [[ 2.1862,  3.3037,  1.1462, -0.5407]],

        [[ 2.2951,  3.2204,  1.0371, -1.0858]],

        [[ 2.3537,  3.0031,  0.1488, -3.1431]]], device='cuda:0')","tensor([[[ 2.0231]],

        [[-0.1051]],

        [[-1.2221]],

        ...,

        [[-0.1294]],

        [[-1.6053]],

        [[-0.5482]]], device='cuda:0')"
874625,11250.705682164287,962514.0625,"tensor([[[-1.9381,  3.4995, -0.6675, -0.1206]],

        [[-1.9942,  3.4591, -0.4475, -0.5888]],

        [[-2.0615,  3.3170, -0.8954, -2.2000]],

        ...,

        [[-1.5502,  2.8388, -2.2812,  2.2652]],

        [[-1.7186,  3.2252, -1.2305,  4.0077]],

        [[-1.8430,  3.4604, -1.2151,  1.0988]]], device='cuda:0')","tensor([[[ 0.6120]],

        [[-0.6780]],

        [[ 0.0963]],

        ...,

        [[ 2.0278]],

        [[ 0.7000]],

        [[ 1.5338]]], device='cuda:0')"
881880,10557.966747747903,991929.4375,"tensor([[[ 0.2042,  3.1799,  0.9955,  1.3352]],

        [[ 0.2883,  3.2556,  0.6963,  0.2626]],

        [[ 0.3136,  3.1661, -0.1878, -2.0118]],

        ...,

        [[ 0.0741,  3.1294,  0.0708, -0.9117]],

        [[ 0.0843,  3.0501,  0.1369, -0.6356]],

        [[ 0.1215,  3.0531,  0.6073,  0.6928]]], device='cuda:0')","tensor([[[-0.4529]],

        [[-1.5415]],

        [[-2.0106]],

        ...,

        [[ 0.0907]],

        [[ 0.7941]],

        [[ 0.7566]]], device='cuda:0')"
889024,8223.053615384675,990826.3125,"tensor([[[ 9.1420,  2.4203,  2.3011,  1.6465]],

        [[ 9.3756,  2.6613,  2.3732,  3.1051]],

        [[ 9.6302,  3.0501,  2.7015,  4.5043]],

        ...,

        [[ 8.5955,  2.8552,  1.6171, -3.6302]],

        [[ 8.7548,  2.5319,  1.5797, -2.7028]],

        [[ 8.9307,  2.3668,  1.9291, -0.5807]]], device='cuda:0')","tensor([[[-0.1752]],

        [[ 0.3714]],

        [[-1.3397]],

        ...,

        [[-0.3733]],

        [[ 0.4051]],

        [[ 0.4913]]], device='cuda:0')"
